id,value1,value2
350,14,87,32
351,81,15,24
352,6,38,72
353,38,94,5
354,72,38,48
355,4,60,78
356,16,35,34
357,13,23,83
358,35,17,33
359,28,2,100
360,36,79,66
361,26,52,4
362,48,55,45
363,43,6,59
364,74,2,92
365,35,60,11
366,24,33,35
367,27,88,97
368,49,45,51
369,39,6,32
370,73,87,24
371,61,9,37
372,39,70,76
373,54,100,28
374,75,43,78
375,1,24,26
376,12,31,4
377,68,74,75
378,80,68,4
379,100,91,100
380,29,65,28
381,45,83,91
382,61,18,52
383,21,71,57
384,2,27,25
385,84,41,98
386,86,85,83
387,93,2,88
388,8,40,98
389,74,70,55
390,13,61,91
391,26,21,24
392,37,11,5
393,72,11,67
394,26,80,37
395,9,25,96
396,77,50,52
397,4,37,73
398,70,41,42
399,42,89,63
400,41,78,81
401,54,34,96
402,59,46,8
403,68,46,30
404,75,9,80
405,38,2,56
406,94,95,86
407,5,93,64
408,84,99,80
409,29,9,5
410,28,63,96
411,45,73,13
412,84,98,8
413,48,93,53
414,25,7,43
415,40,66,8
416,1,57,93
417,61,36,87
418,86,72,99
419,7,30,15
420,96,78,1
421,7,28,86
422,100,51,99
423,81,73,38
424,20,25,4
425,55,88,81
426,8,77,27
427,72,80,70
428,90,60,35
429,73,88,70
430,89,47,94
431,56,59,63
432,23,93,2
433,80,71,33
434,2,86,52
435,99,12,2
436,76,54,1
437,13,38,74
438,81,55,94
439,98,81,6
440,36,41,60
441,79,13,34
442,60,9,83
443,84,15,58
444,89,15,76
445,84,91,62
446,27,16,69
447,37,1,13
448,17,94,85
449,95,51,39
450,55,77,37
451,96,31,52
452,24,79,31
453,69,50,15
454,66,90,67
455,17,64,76
456,68,9,46
457,70,88,87
458,82,41,77
459,89,53,50
460,21,63,84
461,37,69,96
462,79,82,31
463,23,85,8
464,38,13,75
465,8,25,53
466,35,25,87
467,72,4,60
468,84,14,51
469,59,98,94
470,92,40,82
471,67,51,15
472,10,10,99
473,3,14,86
474,36,49,15
475,53,70,36
476,97,62,64
477,48,14,94
478,85,90,67
479,25,91,38
480,68,81,74
481,33,29,53
482,9,85,68
483,50,64,51
484,66,78,21
485,85,19,50
486,21,3,43
487,94,42,74
488,91,52,90
489,7,73,52
490,3,60,25
491,15,42,53
492,17,27,78
493,3,65,48
494,16,92,20
495,18,80,64
496,57,19,54
497,65,77,15
498,45,82,26
499,8,6,83
500,32,91,89
501,40,30,94
502,17,95,5
503,55,2,63
504,54,11,3
505,72,38,89
506,36,84,71
507,2,80,43
508,72,34,89
509,86,98,16
510,91,32,48
511,54,47,29
512,84,54,92
513,52,65,76
514,12,45,36
515,51,74,25
516,97,92,34
517,94,5,28
518,19,86,82
519,30,92,8
520,95,95,35
521,49,78,2
522,20,89,81
523,3,96,22
524,85,43,31
525,68,67,9
526,17,71,25
527,95,44,3
528,81,55,59
529,34,68,37
530,89,99,90
531,21,32,90
532,2,35,24
533,90,63,79
534,22,78,54
535,11,39,86
536,47,32,78
537,97,67,84
538,27,13,4
539,98,44,92
540,22,76,67
541,8,76,25
542,36,29,98
543,92,18,90
544,6,12,95
545,82,13,97
546,32,66,65
547,4,8,9
548,22,42,41
549,34,75,87
550,55,98,64
551,55,39,72
552,22,93,90
553,70,62,22
554,71,39,3
555,76,83,83
556,68,16,19
557,61,67,95
558,41,70,39
559,18,81,83
560,96,96,63
561,33,100,25
562,20,50,6
563,87,48,55
564,39,66,30
565,59,32,71
566,87,2,11
567,42,69,29
568,6,44,31
569,96,66,2
570,76,83,80
571,1,95,88
572,4,66,5
573,6,39,98
574,30,31,99
575,91,51,79
576,79,97,61
577,98,50,14
578,16,84,83
579,54,81,63
580,31,17,72
581,97,13,97
582,13,55,7
583,61,80,63
584,79,44,11
585,32,68,38
586,96,85,45
587,16,24,82
588,45,91,62
589,68,11,57
590,49,27,55
591,67,1,78
592,86,82,78
593,94,40,57
594,97,18,4
595,24,9,7
596,98,41,68
597,92,29,1
598,68,1,85
599,17,13,93
600,49,66,35
601,96,64,20
602,56,25,40
603,57,3,3
604,2,51,21
605,58,23,89
606,18,96,55
607,50,38,26
608,66,29,25
609,29,18,56
610,75,13,53
611,23,13,34
612,23,39,72
613,71,5,82
614,12,36,18
615,34,46,6
616,62,95,64
617,39,42,16
618,58,18,5
619,68,43,84
620,77,4,16
621,2,36,49
622,63,22,85
623,63,26,38
624,39,47,11
625,47,96,95
626,59,97,20
627,17,35,55
628,51,32,80
629,94,93,6
630,6,13,42
631,60,68,12
632,20,64,31
633,32,90,56
634,15,53,72
635,13,97,52
636,35,67,63
637,66,38,89
638,16,33,15
639,84,36,28
640,56,26,82
641,63,14,27
642,73,12,12
643,66,7,4
644,75,66,3
645,16,48,49
646,18,51,65
647,54,20,40
648,85,16,40
649,65,59,46
650,11,10,83
651,56,90,24
652,17,11,4
653,85,97,13
654,44,43,48
655,54,78,18
656,63,7,40
657,99,24,23
658,10,53,82
659,66,24,97
660,69,49,2
661,8,77,79
662,97,53,78
663,45,85,52
664,19,90,76
665,92,51,36
666,5,33,39
667,57,63,43
668,47,25,27
669,93,33,79
670,47,47,64
671,50,21,20
672,26,96,72
673,2,5,77
674,45,77,93
675,19,76,31
676,15,87,58
677,27,89,26
678,8,7,24
679,86,63,37
680,99,10,27
681,51,100,97
682,16,10,4
683,14,28,9
684,36,96,51
685,81,92,57
686,10,58,93
687,46,50,5
688,35,66,48
689,79,52,100
690,35,65,63
691,15,18,41
692,30,45,20
693,42,36,33
694,20,58,12
695,31,69,35
696,39,47,70
697,82,2,55
698,64,23,50
699,42,65,58
700,40,10,48
701,14,57,71
702,89,61,67
703,32,47,61
704,77,100,31
705,25,64,67
706,28,42,5
707,14,42,34
708,97,45,76
709,95,21,91
710,61,39,89
711,54,92,64
712,97,27,62
713,98,24,20
714,52,44,17
715,89,60,77
716,88,56,81
717,58,71,36
718,3,44,67
719,64,54,62
720,59,61,58
721,72,20,6
722,16,10,11
723,69,84,38
724,33,49,54
725,31,77,94
726,19,85,73
727,86,70,50
728,57,42,71
729,55,1,62
730,9,84,34
731,53,17,58
732,99,52,19
733,89,83,77
734,93,43,42
735,45,76,83
736,19,41,76
737,13,37,58
738,13,58,31
739,80,33,73
740,15,93,78
741,79,14,86
742,7,74,95
743,87,83,8
744,67,56,76
745,98,25,16
746,25,17,74
747,27,22,98
748,6,82,73
749,39,26,50
750,49,95,4
751,92,35,71
752,41,51,7
753,47,6,100
754,30,39,36
755,94,77,58
756,95,58,11
757,72,44,47
758,59,85,58
759,73,24,42
760,3,36,2
761,81,72,6
762,71,87,5
763,46,66,56
764,8,85,61
765,66,45,90
766,65,70,2
767,91,99,32
768,93,56,29
769,76,92,56
770,67,26,66
771,38,13,14
772,32,32,88
773,19,78,23
774,67,71,35
775,4,54,62
776,53,70,36
777,49,27,82
778,4,92,1
779,85,51,20
780,22,89,67
781,10,3,27
782,41,13,22
783,88,49,43
784,26,79,25
785,58,56,17
786,82,87,14
787,31,11,74
788,19,10,27
789,11,59,22
790,45,28,25
791,22,38,92
792,34,43,95
793,28,28,27
794,35,13,90
795,19,11,27
796,26,32,19
797,37,42,19
798,100,55,63
799,12,66,94
800,5,76,19
801,58,56,92
802,75,1,88
803,5,40,17
804,50,98,43
805,25,73,75
806,4,55,93
807,22,90,13
808,14,78,70
809,79,31,77
810,14,55,72
811,11,10,6
812,22,36,97
813,33,14,6
814,58,93,96
815,3,14,18
816,49,15,11
817,26,53,34
818,89,53,39
819,29,80,65
820,41,17,9
821,4,24,94
822,26,24,71
823,40,10,8
824,84,21,15
825,55,2,100
826,82,69,83
827,73,88,51
828,39,42,64
829,79,84,67
830,88,46,79
831,87,80,43
832,22,56,29
833,43,86,50
834,28,45,43
835,73,10,6
836,42,37,17
837,30,15,66
838,3,92,49
839,79,47,39
840,85,35,62
841,59,34,88
842,57,66,42
843,22,83,96
844,20,56,25
845,29,47,22
846,45,29,60
847,34,91,30
848,88,41,72
849,32,36,37
850,26,5,82
851,49,33,38
852,83,97,72
853,81,16,10
854,24,94,98
855,1,76,46
856,83,5,34
857,13,91,97
858,8,43,71
859,35,53,64
860,51,3,68
861,55,75,39
862,65,97,1
863,65,98,49
864,37,63,19
865,16,2,20
866,66,35,27
867,52,50,65
868,80,67,84
869,97,59,24
870,54,22,75
871,50,17,72
872,13,82,97
873,6,92,98
874,53,42,4
875,72,72,88
876,94,5,41
877,74,52,54
878,33,29,21
879,83,28,6
880,90,78,91
881,86,19,20
882,38,55,4
883,87,65,48
884,52,53,67
885,53,98,57
886,11,80,6
887,56,80,21
888,70,82,67
889,63,1,49
890,74,21,83
891,24,76,4
892,85,85,59
893,41,46,51
894,4,62,36
895,2,77,29
896,93,82,98
897,19,12,30
898,79,65,11
899,45,23,86
900,10,24,66
901,90,13,65
902,23,44,73
903,39,31,71
904,32,12,65
905,4,91,60
906,1,42,35
907,69,91,45
908,23,92,100
909,35,62,73
910,57,80,95
911,93,97,89
912,31,45,68
913,44,64,30
914,70,88,53
915,80,23,68
916,53,89,41
917,78,11,15
918,73,57,14
919,53,53,2
920,38,73,88
921,50,1,2
922,72,60,43
923,15,90,49
924,2,10,97
925,66,72,80
926,24,54,59
927,74,82,8
928,30,27,79
929,84,95,42
930,5,8,63
931,55,22,87
932,73,42,96
933,10,49,30
934,7,6,41
935,6,67,77
936,12,81,73
937,21,49,45
938,27,5,79
939,99,46,87
940,55,37,99
941,27,84,63
942,71,41,39
943,89,34,99
944,13,53,87
945,26,10,45
946,59,39,99
947,41,51,88
948,75,62,8
949,1,39,54
950,13,14,12
951,73,48,29
952,83,16,94
953,7,41,16
954,98,83,32
955,41,98,94
956,75,51,35
957,68,62,74
958,36,88,87
959,58,57,4
960,98,74,1
961,31,86,73
962,85,98,56
963,90,63,12
964,75,18,83
965,36,89,12
966,55,21,58
967,93,10,30
968,77,51,55
969,76,19,89
970,47,51,52
971,82,78,78
972,97,91,32
973,97,70,17
974,39,80,40
975,16,52,49
976,80,61,90
977,75,63,9
978,39,5,82
979,68,72,30
980,27,85,42
981,93,14,45
982,47,80,82
983,3,64,17
984,27,99,83
985,12,72,44
986,50,38,41
987,42,35,99
988,53,67,6
989,6,45,97
990,4,97,35
991,38,24,29
992,79,46,34
993,25,24,17
994,84,96,48
995,31,88,11
996,29,56,27
997,26,2,26
998,51,83,28
999,16,54,23
1000,91,15,77
1001,40,30,6
1002,46,99,11
1003,26,8,84
1004,91,38,79
1005,54,32,20
1006,49,83,35
1007,17,12,70
1008,60,21,8
1009,1,3,73
1010,58,32,75
1011,97,40,91
1012,44,93,2
1013,43,35,43
1014,62,98,70
1015,7,59,11
1016,3,71,36
1017,36,2,73
1018,29,63,83
1019,66,29,37
1020,19,24,41
1021,44,47,80
1022,56,26,46
1023,45,68,30
1024,40,23,92
1025,44,94,80
1026,70,56,10
1027,44,55,15
1028,46,71,51
1029,9,55,70
1030,84,53,20
1031,80,68,59
1032,81,71,98
1033,16,50,50
1034,74,44,47
1035,89,83,82
1036,97,80,92
1037,26,39,64
1038,72,33,87
1039,60,18,3
1040,31,38,71
1041,25,29,71
1042,62,86,4
1043,92,51,17
1044,51,82,73
1045,23,74,3
1046,14,91,45
1047,76,74,51
1048,49,5,10
1049,97,14,38
1050,37,69,48
1051,10,69,67
1052,81,96,46
1053,95,17,30
1054,31,18,19
1055,64,10,62
1056,27,34,87
1057,53,79,78
1058,74,17,46
1059,7,6,20
1060,87,42,1
1061,2,77,88
1062,80,65,29
1063,40,13,26
1064,11,69,19
1065,54,14,43
1066,64,100,11
1067,52,91,7
1068,90,32,35
1069,75,35,96
1070,89,18,78
1071,71,15,71
1072,70,97,46
1073,63,15,60
1074,28,16,11
1075,28,32,28
1076,96,26,73
1077,40,99,11
1078,97,54,56
1079,71,5,16
1080,71,24,40
1081,41,76,59
1082,71,81,84
1083,45,95,30
1084,32,55,27
1085,24,79,51
1086,56,69,95
1087,87,64,89
1088,8,2,76
1089,40,77,4
1090,49,31,66
1091,17,38,80
1092,67,47,60
1093,29,57,97
1094,75,36,16
1095,21,43,22
1096,89,75,41
1097,50,36,68
1098,70,69,54
1099,96,94,69
1100,24,21,21
1101,73,61,54
1102,6,42,30
1103,19,23,2
1104,92,57,14
1105,25,97,54
1106,21,84,26
1107,85,2,18
1108,1,83,41
1109,44,36,71
1110,30,74,42
1111,78,69,76
1112,53,35,50
1113,69,4,62
1114,17,83,15
1115,96,31,85
1116,68,43,61
1117,34,70,65
1118,79,34,2
1119,49,49,26
1120,63,64,29
1121,49,83,80
1122,76,66,73
1123,93,24,90
1124,46,55,5
1125,79,86,10
1126,65,89,89
1127,1,98,7
1128,77,42,30
1129,22,22,9
1130,8,69,7
1131,47,25,12
1132,46,77,22
1133,48,47,46
1134,39,5,14
1135,31,22,66
1136,61,51,36
1137,18,33,23
1138,56,85,45
1139,100,100,2
1140,71,32,34
1141,26,39,10
1142,80,36,28
1143,55,80,18
1144,15,25,66
1145,59,48,88
1146,81,23,32
1147,92,15,69
1148,4,74,26
1149,23,61,52
1150,92,21,83
1151,80,29,73
1152,39,8,19
1153,28,100,87
1154,20,13,10
1155,96,35,96
1156,46,9,73
1157,58,31,23
1158,81,97,2
1159,12,31,71
1160,46,64,34
1161,29,31,32
1162,87,5,96
1163,100,10,26
1164,98,13,98
1165,6,48,67
1166,19,45,72
1167,46,1,86
1168,97,87,86
1169,68,4,36
1170,60,66,73
1171,34,51,19
1172,27,55,41
1173,83,98,12
1174,99,65,82
1175,24,69,8
1176,44,42,80
1177,14,33,92
1178,35,15,74
1179,55,76,71
1180,43,18,42
1181,40,24,9
1182,45,6,85
1183,7,97,33
1184,16,68,84
1185,25,21,28
1186,38,86,16
1187,7,62,82
1188,41,91,81
1189,17,30,91
1190,21,20,57
1191,8,60,93
1192,12,13,75
1193,27,33,36
1194,46,15,32
1195,59,25,49
1196,80,54,14
1197,18,90,70
1198,27,20,77
1199,76,10,10
1200,48,32,49
1201,32,65,83
1202,86,60,73
1203,27,13,9
1204,34,25,100
1205,44,29,4
1206,91,6,68
1207,21,85,43
1208,98,50,78
1209,2,94,78
1210,52,84,33
1211,43,41,32
1212,15,95,77
1213,45,63,47
1214,40,61,16
1215,31,48,50
1216,11,88,92
1217,11,23,10
1218,79,62,92
1219,11,64,95
1220,75,16,20
1221,45,24,44
1222,65,17,65
1223,44,67,16
1224,18,96,81
1225,37,80,47
1226,6,11,17
1227,94,28,19
1228,50,45,34
1229,34,97,45
1230,75,10,12
1231,83,89,44
1232,67,44,24
1233,89,96,45
1234,59,21,29
1235,63,23,60
1236,10,82,26
1237,79,25,29
1238,52,30,5
1239,1,78,30
1240,53,24,30
1241,39,96,63
1242,41,2,14
1243,41,41,70
1244,35,72,100
1245,10,92,66
1246,43,29,94
1247,93,86,11
1248,62,81,90
1249,67,82,53
1250,21,83,42
1251,1,75,30
1252,63,10,62
1253,18,86,97
1254,39,99,45
1255,19,64,64
1256,7,18,93
1257,86,76,12
1258,23,4,43
1259,45,98,50
1260,6,13,11
1261,89,83,81
1262,90,5,55
1263,89,74,72
1264,90,14,21
1265,89,67,45
1266,82,90,37
1267,73,61,88
1268,72,94,61
1269,7,99,72
1270,82,52,45
1271,61,69,8
1272,24,5,93
1273,56,12,38
1274,24,51,78
1275,5,13,68
1276,96,86,94
1277,45,4,34
1278,41,7,40
1279,46,65,54
1280,8,8,7
1281,40,36,44
1282,69,3,31
1283,72,32,59
1284,97,70,39
1285,80,66,5
1286,41,84,17
1287,3,73,33
1288,63,72,38
1289,60,41,85
1290,60,34,97
1291,54,75,97
1292,13,15,50
1293,61,93,28
1294,9,12,57
1295,36,59,88
1296,71,59,92
1297,16,42,31
1298,97,73,52
1299,34,96,62
1300,84,53,19
1301,31,21,5
1302,84,52,89
1303,85,4,99
1304,59,5,75
1305,78,47,94
1306,22,15,18
1307,21,2,84
1308,79,30,73
1309,92,79,55
1310,59,68,99
1311,86,75,67
1312,34,51,18
1313,8,61,92
1314,8,33,43
1315,40,5,90
1316,78,54,52
1317,5,34,77
1318,30,66,10
1319,45,43,29
1320,45,51,34
1321,28,74,31
1322,90,67,31
1323,64,37,69
1324,96,49,23
1325,3,3,52
1326,54,1,36
1327,31,67,55
1328,20,36,48
1329,95,90,83
1330,77,45,5
1331,52,93,61
1332,26,26,82
1333,1,39,36
1334,34,54,11
1335,68,56,13
1336,13,86,92
1337,45,28,99
1338,68,20,69
1339,14,25,42
1340,15,75,12
1341,60,42,48
1342,71,55,65
1343,55,87,31
1344,65,94,48
1345,31,17,27
1346,94,62,18
1347,2,14,63
1348,90,35,79
1349,6,78,25
1350,83,93,90
1351,79,92,14
1352,22,15,2
1353,67,87,24
1354,50,10,66
1355,58,96,54
1356,66,6,61
1357,97,62,59
1358,44,1,90
1359,76,94,71
1360,62,74,28
1361,61,51,76
1362,17,18,59
1363,93,19,8
1364,98,2,52
1365,27,91,87
1366,60,53,42
1367,24,23,28
1368,92,97,33
1369,31,59,23
1370,97,50,26
1371,49,83,66
1372,23,81,72
1373,43,76,23
1374,100,29,77
1375,15,39,94
1376,59,84,54
1377,1,11,94
1378,74,80,21
1379,1,89,43
1380,73,16,59
1381,51,10,35
1382,29,31,54
1383,71,23,57
1384,98,61,18
1385,1,30,63
1386,75,86,32
1387,94,58,95
1388,100,20,100
1389,81,94,33
1390,93,21,84
1391,14,18,78
1392,72,8,8
1393,71,56,16
1394,7,92,100
1395,47,41,16
1396,56,57,82
1397,28,3,20
1398,32,82,25
1399,62,1,43
1400,2,13,82
1401,28,22,93
1402,93,56,68
1403,73,24,28
1404,57,72,6
1405,76,88,82
1406,6,97,46
1407,25,10,94
1408,84,44,50
1409,85,46,80
1410,67,12,27
1411,22,48,3
1412,38,13,50
1413,39,79,88
1414,25,85,33
1415,93,56,36
1416,96,87,24
1417,87,57,32
1418,93,73,55
1419,39,30,86
1420,50,90,90
1421,34,11,96
1422,87,17,97
1423,2,45,70
1424,96,9,54
1425,95,67,61
1426,99,53,1
1427,42,89,39
1428,87,40,60
1429,30,54,52
1430,80,6,31
1431,36,24,15
1432,54,12,93
1433,54,54,26
1434,76,8,20
1435,41,83,68
1436,8,45,49
1437,66,43,7
1438,58,56,36
1439,99,57,63
1440,61,26,43
1441,65,22,84
1442,99,15,61
1443,72,66,6
1444,96,70,4
1445,21,24,76
1446,70,73,84
1447,63,26,89
1448,63,37,54
1449,59,10,60
1450,25,21,76
1451,31,76,6
1452,27,17,79
1453,48,87,14
1454,53,67,22
1455,53,84,90
1456,33,65,57
1457,76,6,51
1458,73,45,74
1459,77,56,66
1460,95,19,73
1461,47,10,92
1462,85,29,2
1463,10,14,3
1464,85,49,37
1465,77,77,83
1466,67,32,34
1467,23,82,64
1468,70,39,15
1469,78,31,52
1470,28,88,95
1471,94,6,18
1472,57,3,57
1473,1,38,57
1474,42,18,29
1475,18,74,94
1476,62,60,52
1477,87,17,1
1478,75,86,8
1479,12,13,21
1480,99,59,10
1481,39,46,8
1482,24,3,66
1483,93,45,79
1484,73,37,81
1485,44,62,84
1486,88,95,54
1487,72,35,78
1488,99,24,78
1489,43,11,76
1490,34,38,12
1491,68,43,21
1492,83,78,50
1493,79,100,14
1494,90,9,68
1495,86,1,18
1496,31,12,44
1497,47,25,61
1498,73,8,80
1499,22,7,64
1500,5,9,24
1501,46,34,30
1502,85,92,12
1503,82,44,43
1504,78,55,95
1505,74,42,60
1506,3,15,93
1507,23,94,10
1508,10,82,18
1509,31,4,89
1510,62,18,24
1511,31,3,64
1512,80,48,23
1513,92,29,65
1514,56,18,5
1515,23,96,18
1516,40,59,79
1517,50,28,95
1518,27,3,11
1519,79,43,98
1520,68,15,83
1521,49,23,34
1522,64,30,98
1523,15,30,38
1524,65,3,74
1525,91,61,37
1526,73,15,56
1527,19,19,10
1528,16,31,12
1529,33,6,36
1530,24,96,44
1531,13,20,22
1532,77,18,13
1533,2,39,45
1534,68,37,74
1535,100,72,100
1536,53,98,86
1537,43,70,31
1538,99,73,77
1539,59,1,79
1540,31,63,67
1541,20,61,71
1542,98,18,61
1543,34,18,87
1544,71,29,29
1545,85,64,47
1546,86,23,68
1547,78,4,99
1548,55,94,63
1549,89,87,6
1550,26,49,74
1551,23,11,37
1552,68,30,90
1553,11,68,22
1554,94,28,80
1555,44,30,64
1556,65,56,64
1557,71,17,73
1558,33,55,72
1559,83,40,79
1560,37,22,62
1561,97,31,27
1562,74,97,1
1563,48,60,75
1564,73,96,50
1565,94,68,76
1566,59,15,17
1567,88,50,76
1568,80,78,100
1569,99,23,92
1570,3,76,34
1571,92,28,78
1572,64,32,89
1573,21,79,41
1574,16,42,100
1575,70,94,50
1576,50,38,100
1577,94,13,40
1578,92,40,18
1579,28,80,70
1580,53,43,38
1581,97,52,78
1582,41,31,52
1583,80,92,26
1584,27,66,89
1585,41,32,73
1586,78,89,49
1587,9,56,64
1588,8,75,23
1589,91,40,59
1590,84,88,42
1591,52,33,74
1592,35,37,99
1593,79,92,69
1594,40,17,57
1595,13,7,3
1596,57,27,42
1597,46,42,97
1598,26,96,22
1599,67,43,87
1600,42,14,1
1601,54,39,76
1602,97,23,33
1603,20,72,20
1604,32,87,42
1605,69,76,40
1606,36,97,24
1607,20,12,62
1608,40,35,69
1609,60,78,3
1610,10,42,98
1611,90,90,74
1612,29,39,9
1613,94,41,86
1614,23,77,46
1615,11,70,57
1616,95,94,2
1617,28,93,71
1618,35,2,79
1619,63,91,2
1620,2,77,32
1621,45,16,14
1622,6,36,44
1623,78,57,50
1624,9,66,89
1625,97,4,83
1626,18,20,27
1627,63,66,33
1628,57,55,9
1629,98,10,1
1630,64,58,48
1631,19,66,51
1632,42,94,47
1633,48,41,36
1634,49,38,85
1635,29,24,72
1636,50,98,34
1637,91,87,19
1638,98,100,93
1639,89,67,44
1640,24,49,2
1641,13,89,71
1642,54,1,23
1643,77,60,27
1644,37,26,69
1645,32,92,13
1646,63,20,49
1647,40,8,11
1648,6,49,27
1649,97,84,74
1650,19,92,64
1651,26,66,68
1652,100,71,67
1653,3,48,37
1654,2,94,81
1655,5,45,11
1656,40,78,39
1657,94,47,63
1658,71,39,85
1659,84,85,50
1660,33,74,56
1661,69,36,76
1662,30,32,19
1663,99,5,35
1664,73,40,9
