id,value1,value2
132,42,13,56
133,11,41,28
134,37,50,51
135,32,9,27
136,53,85,96
137,95,24,2
138,91,75,79
139,7,60,25
140,2,97,27
141,1,65,91
142,18,60,84
143,74,76,52
144,4,4,35
145,16,77,47
146,33,40,65
147,32,8,30
148,55,35,36
149,10,86,47
150,87,39,31
151,80,68,76
152,65,22,2
153,80,67,3
154,90,34,99
155,59,94,99
156,29,14,32
157,23,6,32
158,86,64,33
159,32,4,14
160,93,79,72
161,44,74,48
162,16,16,37
163,45,2,38
164,95,82,4
165,22,49,94
166,73,44,54
167,24,63,33
168,73,5,14
169,68,73,4
170,74,8,26
171,20,74,63
172,24,27,38
173,80,81,95
174,74,22,7
175,23,23,10
176,22,85,19
177,65,97,85
178,80,3,79
179,68,27,75
180,67,1,13
181,44,35,18
182,27,82,80
183,42,20,50
184,96,36,62
185,32,64,34
186,23,88,44
187,78,45,10
188,62,14,19
189,34,86,52
190,47,16,59
191,74,37,94
192,98,97,82
193,70,61,86
194,47,51,21
195,11,11,26
196,45,58,86
197,46,55,78
198,49,20,8
199,1,46,42
200,25,48,97
201,16,67,14
202,59,9,73
203,94,29,64
204,47,11,23
205,5,72,62
206,68,68,46
207,82,59,55
208,97,74,61
209,40,100,55
210,43,48,66
211,50,36,25
212,9,73,20
213,97,58,48
214,71,48,77
215,77,19,13
216,61,78,33
217,92,35,26
218,30,35,69
219,49,17,21
220,33,29,71
221,74,9,33
222,81,65,75
223,30,70,73
224,83,2,5
225,14,45,64
226,79,45,37
227,30,24,63
228,17,45,39
229,82,25,20
230,69,10,1
231,100,56,39
232,63,70,60
233,2,84,57
234,14,23,69
235,80,85,59
236,20,18,49
237,70,30,2
238,44,56,93
239,79,71,40
240,28,27,80
241,78,28,56
242,85,48,6
243,19,40,87
244,8,74,66
245,97,77,4
246,81,81,93
247,57,84,98
248,36,45,90
249,47,57,17
250,53,55,19
251,55,44,35
252,72,51,87
253,16,23,71
254,87,8,29
255,41,65,81
256,3,21,17
257,38,14,2
258,8,49,39
259,85,2,35
260,51,74,45
261,8,63,37
262,20,72,35
263,99,15,1
264,84,13,86
265,85,58,24
266,29,5,47
267,96,5,31
268,71,3,10
269,95,26,43
270,74,81,63
271,53,60,30
272,97,13,21
273,31,39,77
274,60,72,78
275,58,32,68
276,11,37,48
277,50,97,67
278,3,91,44
279,84,71,80
280,7,84,22
281,88,12,6
282,100,9,53
283,51,16,37
284,11,21,19
285,67,63,29
286,18,77,59
287,44,10,27
288,53,16,47
289,43,89,67
290,70,38,59
291,50,61,86
292,93,47,75
293,16,41,57
294,92,77,27
295,6,44,37
296,42,40,83
297,29,49,44
298,34,28,10
299,73,69,13
300,29,94,33
301,89,45,40
302,30,74,10
303,64,31,65
304,88,44,38
305,54,43,75
306,12,81,28
307,39,21,8
308,54,64,52
309,36,30,4
310,37,3,64
311,80,35,91
312,72,17,25
313,80,50,91
314,32,89,49
315,12,3,9
316,92,62,41
317,47,39,65
318,9,28,20
319,90,80,87
320,85,76,51
321,39,13,3
322,27,43,6
323,80,87,96
324,88,79,96
325,31,55,17
326,100,27,47
327,89,4,35
328,48,75,5
329,72,61,10
330,49,22,19
331,21,25,85
332,27,34,46
333,41,53,23
334,79,2,35
335,63,34,3
336,13,72,44
337,32,22,21
338,68,43,92
339,69,42,50
340,12,10,44
341,40,41,12
342,28,13,90
343,95,89,1
344,48,61,10
345,63,31,52
346,12,5,84
347,23,43,17
348,6,41,43
349,15,58,47
350,72,45,35
351,62,62,51
352,16,72,28
353,30,55,5
354,97,4,24
355,52,92,55
356,79,40,73
357,99,2,19
358,73,76,4
359,34,69,15
360,22,64,93
361,79,13,36
362,50,9,50
363,89,30,80
364,43,45,74
365,54,65,67
366,74,32,1
367,36,95,8
368,53,56,92
369,21,96,4
370,27,86,85
371,75,48,42
372,24,66,66
373,27,12,92
374,9,72,37
375,84,46,77
376,62,85,62
377,31,91,18
378,65,95,14
379,36,7,16
380,18,55,70
381,56,37,70
382,5,87,3
383,33,82,98
384,11,41,77
385,71,65,77
386,40,72,11
387,11,31,94
388,59,74,95
389,5,22,60
390,9,59,9
391,61,56,73
392,63,26,84
393,82,83,40
394,28,10,68
395,84,30,58
396,77,17,62
397,90,43,70
398,88,93,87
399,52,62,5
400,87,88,94
401,97,22,32
402,4,65,45
403,89,31,58
404,49,58,61
405,14,97,24
406,30,3,91
407,93,83,75
408,59,70,92
409,74,46,1
410,92,11,4
411,16,43,99
412,35,64,87
413,50,83,55
414,46,71,83
415,32,81,77
416,63,42,7
417,28,10,65
418,71,54,72
419,47,81,71
420,12,48,4
421,22,77,97
422,32,73,7
423,68,17,9
424,11,17,39
425,45,79,97
426,45,49,19
427,90,35,75
428,39,36,10
429,84,52,35
430,71,26,46
431,39,28,62
432,21,37,85
433,97,75,76
434,39,47,50
435,39,25,96
436,20,99,76
437,4,87,57
438,54,6,65
439,59,100,2
440,48,78,29
441,34,93,66
442,23,56,94
443,32,29,1
444,97,95,76
445,1,52,20
446,56,8,88
447,35,9,89
448,47,1,12
449,78,95,41
450,42,28,76
451,60,81,68
452,74,64,74
453,17,40,37
454,15,55,64
455,55,71,40
456,5,90,7
457,78,42,43
458,11,1,93
459,2,14,47
460,43,37,70
461,62,9,82
462,37,69,50
463,16,77,72
464,49,64,40
465,24,50,68
466,10,100,24
467,57,62,88
468,82,13,56
469,57,33,1
470,45,80,39
471,60,42,76
472,47,86,49
473,50,24,10
474,99,14,24
475,89,17,44
476,35,68,44
477,22,16,30
478,45,48,81
479,46,53,29
480,77,66,52
481,2,58,36
482,20,60,91
483,45,84,74
484,84,61,90
485,8,21,66
486,9,96,31
487,75,22,48
488,31,91,39
489,48,49,67
490,5,74,91
491,94,53,41
492,61,21,81
493,86,15,8
494,13,65,43
495,94,30,81
496,69,95,93
497,5,56,5
498,73,67,42
499,83,9,92
500,47,5,99
501,47,45,4
502,58,19,21
503,83,93,23
504,54,1,36
505,59,42,22
506,32,70,12
507,33,6,50
508,46,57,15
509,87,29,62
510,29,49,73
511,55,57,4
512,93,9,58
513,26,47,18
514,4,67,40
515,96,88,41
516,17,56,59
517,84,47,5
518,30,45,80
519,2,100,7
520,72,46,14
521,31,75,95
522,74,91,71
523,6,8,75
524,16,51,29
525,20,68,35
526,74,46,42
527,81,33,93
528,3,53,4
529,93,17,60
530,30,47,27
531,34,83,25
532,95,51,11
533,98,51,29
534,41,20,55
535,88,85,27
536,77,17,28
537,34,70,71
538,42,41,75
539,30,26,93
540,100,95,86
541,68,73,28
542,50,91,11
543,53,36,97
544,39,45,60
545,2,52,13
546,3,37,56
547,74,45,52
548,36,88,14
549,76,94,74
550,41,49,82
551,26,14,28
552,41,29,88
553,58,42,12
554,97,95,53
555,31,16,35
556,45,80,22
557,38,96,19
558,6,60,22
559,100,62,36
560,61,88,82
561,37,74,63
562,17,11,15
563,99,93,39
564,74,81,39
565,2,61,46
566,6,96,39
567,47,29,82
568,28,10,92
569,37,69,14
570,75,74,10
571,94,90,21
572,97,25,82
573,13,93,91
574,48,29,65
575,17,81,8
576,5,65,32
577,13,91,72
578,60,10,55
579,70,32,95
580,17,91,61
581,25,75,88
582,96,93,43
583,43,70,13
584,100,57,33
585,81,81,79
586,56,42,80
587,44,22,29
588,37,45,65
589,36,93,54
590,57,1,48
591,13,36,38
592,80,53,57
593,50,58,39
594,27,52,5
595,10,18,84
596,30,22,51
597,3,37,50
598,98,88,13
599,2,94,36
600,55,4,27
601,12,46,51
602,48,89,59
603,83,34,35
604,53,84,6
605,60,96,55
606,71,56,43
607,22,25,6
608,11,69,67
609,70,6,79
610,97,69,50
611,38,41,81
612,85,39,42
613,79,91,93
614,59,48,24
615,34,47,16
616,4,24,78
617,70,61,90
618,66,28,28
619,23,20,13
620,66,16,49
621,37,18,45
622,37,99,72
623,66,10,49
624,12,58,46
625,36,28,14
626,91,97,8
627,77,84,2
628,58,41,91
629,67,14,9
630,73,30,62
631,78,43,60
632,11,81,95
633,77,34,31
634,91,88,32
635,47,59,91
636,29,2,86
637,77,47,55
638,36,63,5
639,11,1,17
640,63,32,29
641,60,29,56
642,96,2,4
643,1,43,74
644,79,53,39
645,95,97,14
646,33,36,47
647,21,52,10
648,45,97,37
649,22,96,73
650,47,81,84
651,68,58,4
652,43,74,46
653,18,10,71
654,10,87,40
655,46,37,90
656,30,44,36
657,74,78,56
658,22,69,75
659,58,95,98
660,42,14,2
661,98,75,66
662,67,69,60
663,82,87,76
664,44,20,17
665,70,29,43
666,64,98,63
667,26,54,55
668,28,91,33
669,79,29,20
670,16,16,67
671,17,43,38
672,77,46,14
673,42,93,59
674,82,56,46
675,64,70,65
676,33,68,76
677,86,84,28
678,33,68,36
679,29,98,32
680,80,46,91
681,82,3,98
682,71,73,64
683,6,77,3
684,36,56,14
685,42,83,48
686,34,58,25
687,60,70,73
688,45,50,41
689,62,17,82
690,54,73,55
691,33,83,98
692,84,64,36
693,12,92,40
694,26,39,27
695,20,85,12
696,38,81,89
697,45,17,76
698,65,18,3
699,98,90,46
700,66,65,85
701,64,18,45
702,96,23,76
703,32,80,96
704,72,8,24
705,39,93,89
706,77,53,21
707,47,12,98
708,59,66,85
709,63,10,41
710,26,90,53
711,12,66,12
712,12,71,35
713,52,98,12
714,86,41,87
715,45,5,80
716,75,49,84
717,26,61,16
718,94,1,23
719,66,88,61
720,52,75,90
721,36,44,15
722,45,12,98
723,3,30,100
724,5,67,69
725,50,64,29
726,87,14,10
727,45,3,72
728,67,30,43
729,97,64,54
730,65,75,59
731,29,81,40
732,24,79,93
733,55,63,92
734,50,15,27
735,87,7,54
736,6,75,74
737,22,38,95
738,37,73,55
739,62,21,50
740,86,82,6
741,69,2,17
742,80,27,83
743,35,12,46
744,1,32,78
745,89,19,22
746,21,83,25
747,63,25,61
748,55,1,4
749,88,76,64
750,71,23,68
751,59,15,100
752,92,41,23
753,21,87,73
754,67,6,19
755,81,38,42
756,26,16,53
757,15,28,3
758,76,21,31
759,69,12,66
760,22,94,70
761,28,39,87
762,76,74,56
763,10,41,7
764,8,88,74
765,80,42,32
766,68,90,27
767,38,75,49
768,32,50,58
769,74,79,99
770,34,21,38
771,31,10,40
772,9,16,37
773,95,67,72
774,99,38,6
775,22,78,47
776,60,71,72
777,42,9,52
778,21,19,62
779,42,51,70
780,75,65,9
781,96,14,8
782,87,25,14
783,38,61,19
784,69,60,19
785,43,94,91
786,62,23,22
787,90,59,67
788,8,63,65
789,40,71,7
790,44,47,35
791,99,66,55
792,65,24,40
793,87,44,8
794,56,38,37
795,76,15,83
796,65,99,95
797,95,73,34
798,13,6,65
799,18,7,10
800,37,38,45
801,28,30,60
802,42,27,40
803,28,72,42
804,31,1,73
805,6,30,94
806,78,98,9
807,76,86,58
808,59,28,94
809,38,94,93
810,82,8,74
811,100,20,10
812,24,25,68
813,44,52,34
814,67,63,67
815,28,30,88
816,68,8,49
817,37,80,10
818,56,49,47
819,94,22,68
820,74,72,2
821,55,25,31
822,7,58,7
823,12,96,46
824,68,78,63
825,36,50,60
826,68,14,17
827,37,24,49
828,99,31,54
829,24,28,49
830,56,31,7
831,67,33,62
832,15,22,39
833,42,19,63
834,38,12,63
835,72,20,97
836,67,9,97
837,23,92,37
838,98,58,78
839,40,74,77
840,30,11,68
841,56,13,16
842,35,2,95
843,52,1,54
844,84,68,2
845,79,65,14
846,33,65,4
847,88,79,21
848,7,18,29
849,53,70,35
850,12,12,98
851,67,16,46
852,88,14,56
853,82,13,29
854,5,16,77
855,11,81,73
856,75,34,37
857,33,85,81
858,13,14,60
859,96,38,27
860,7,60,53
861,51,46,21
862,54,19,55
863,28,94,54
864,20,65,41
865,19,77,38
866,63,95,51
867,62,99,58
868,41,3,89
869,48,13,57
870,2,16,4
871,83,91,12
872,30,43,51
873,94,47,81
874,85,52,24
875,81,67,24
876,45,9,96
877,22,18,13
878,16,66,3
879,43,47,62
880,50,83,34
881,81,35,37
882,96,33,13
883,22,99,90
884,96,23,73
885,8,88,14
886,12,66,72
887,36,86,76
888,67,99,24
889,16,56,79
890,10,94,63
891,55,32,63
892,9,2,24
893,23,53,66
894,36,67,41
895,81,93,72
896,84,48,75
897,61,16,44
898,52,79,7
899,6,59,39
900,27,79,94
901,37,55,29
902,44,24,66
903,11,21,23
904,63,97,85
905,76,82,84
906,41,8,16
907,72,42,41
908,77,82,13
909,43,35,82
910,22,39,34
911,9,28,34
912,29,94,33
913,2,20,63
914,79,63,70
915,45,52,87
916,89,28,72
917,26,22,27
918,96,7,24
919,68,19,66
920,68,4,22
921,52,18,95
922,3,5,78
923,79,54,25
924,100,82,80
925,46,36,55
926,11,81,59
927,50,3,82
928,60,13,11
929,77,71,62
930,4,37,90
931,77,64,2
932,10,37,3
933,75,15,3
934,40,79,27
935,24,39,71
936,33,99,20
937,31,25,76
938,47,4,7
939,90,36,56
940,77,66,7
941,5,22,17
942,50,9,33
943,27,73,23
944,32,39,97
945,45,69,28
946,72,93,43
947,70,83,74
948,90,96,63
949,3,100,27
950,90,47,44
951,69,76,35
952,47,38,10
953,93,9,69
954,39,24,40
955,32,58,95
956,56,40,12
957,30,16,6
958,56,1,47
959,5,24,4
960,88,31,98
961,73,90,91
962,82,89,27
963,5,100,14
964,100,63,38
965,81,100,51
966,37,30,65
967,35,58,60
968,78,65,85
969,48,10,24
970,71,29,57
971,17,57,25
972,11,94,43
973,13,42,54
974,20,34,46
975,46,15,83
976,34,19,51
977,33,40,94
978,54,77,1
979,68,6,12
980,56,40,49
981,14,87,83
982,77,21,96
983,53,7,74
984,50,37,79
985,1,95,3
986,44,28,66
987,66,28,9
988,51,48,62
989,65,99,24
990,34,99,35
991,90,94,92
992,37,25,58
993,63,46,20
994,84,78,27
995,38,77,48
996,98,95,80
997,68,59,54
998,28,93,91
999,9,22,61
1000,75,66,15
1001,89,64,100
1002,1,16,99
1003,8,88,63
1004,48,99,50
1005,56,53,53
1006,32,7,52
1007,24,81,25
1008,78,60,21
1009,87,87,34
1010,46,29,65
1011,85,37,13
1012,41,59,56
1013,81,85,79
1014,99,2,100
1015,65,47,25
1016,58,28,52
1017,14,96,5
1018,11,87,76
1019,34,9,45
1020,40,55,62
1021,29,71,68
1022,49,37,97
1023,15,59,24
1024,85,50,52
1025,88,9,45
1026,56,21,86
1027,94,45,54
1028,54,64,62
1029,3,69,14
1030,33,74,7
1031,71,59,60
1032,32,28,96
1033,83,29,49
1034,67,35,87
1035,72,87,17
1036,91,19,22
1037,79,31,17
1038,97,60,43
1039,67,36,52
1040,73,87,31
1041,41,52,37
1042,38,5,78
1043,44,71,34
1044,40,41,47
1045,46,81,66
1046,71,58,58
1047,55,60,72
1048,16,5,75
1049,25,12,29
1050,47,66,16
1051,81,31,68
1052,8,97,4
1053,7,69,50
1054,89,88,99
1055,89,63,69
1056,95,10,90
1057,45,37,75
1058,34,16,63
1059,83,37,68
1060,99,68,37
1061,39,10,78
1062,92,33,57
1063,57,52,12
1064,25,46,25
1065,11,67,85
1066,67,64,26
1067,29,72,41
1068,42,30,50
1069,58,95,93
1070,62,84,57
1071,98,99,60
1072,49,4,24
1073,92,64,59
1074,20,82,68
1075,20,49,11
1076,45,31,42
1077,21,66,42
1078,80,39,98
1079,73,43,99
1080,27,40,75
1081,31,66,72
1082,88,17,85
1083,31,39,17
1084,9,51,57
1085,84,94,11
1086,73,91,57
1087,5,10,11
1088,97,54,53
1089,80,1,79
1090,38,95,86
1091,93,100,33
1092,16,16,22
1093,39,72,71
1094,52,50,89
1095,65,27,47
1096,32,48,68
1097,26,39,18
1098,49,67,3
1099,18,74,22
1100,62,44,37
1101,67,37,45
1102,30,56,23
1103,78,34,29
1104,3,100,70
1105,37,66,13
1106,86,69,59
1107,7,62,66
1108,85,46,14
1109,68,35,23
1110,100,93,64
1111,10,39,4
1112,74,19,26
1113,39,89,6
1114,38,58,52
1115,40,23,2
1116,74,83,27
1117,26,59,80
1118,33,37,23
1119,90,58,31
1120,89,20,28
1121,54,18,79
1122,29,91,55
1123,99,86,89
1124,76,43,32
1125,34,96,38
1126,59,79,13
1127,23,87,82
1128,21,14,16
1129,79,69,30
1130,14,97,54
1131,75,22,6
1132,25,23,1
1133,21,54,31
1134,12,24,14
1135,70,62,92
1136,98,93,48
1137,12,16,41
1138,95,67,92
1139,37,94,13
1140,15,39,5
1141,10,67,10
1142,67,74,48
1143,92,14,5
1144,91,4,33
1145,40,42,9
1146,26,39,97
1147,90,71,2
1148,34,8,83
1149,48,67,50
1150,93,3,10
1151,97,15,83
1152,6,28,11
1153,100,69,84
1154,87,70,38
1155,97,78,23
1156,2,71,19
1157,3,82,45
1158,67,31,27
1159,88,24,34
1160,77,81,48
1161,50,97,88
1162,3,7,57
1163,41,79,14
1164,41,72,64
1165,37,84,34
1166,10,44,62
1167,13,58,93
1168,52,49,75
1169,12,19,91
1170,88,28,38
1171,79,7,20
1172,31,43,57
1173,8,88,29
1174,3,40,92
1175,98,5,61
1176,15,28,2
1177,21,43,77
1178,22,29,49
1179,36,10,75
1180,16,13,19
1181,1,73,93
1182,84,61,97
1183,48,33,72
1184,67,77,1
1185,59,83,17
1186,87,82,37
1187,10,59,80
1188,17,22,68
1189,64,64,77
1190,21,88,56
1191,13,44,46
1192,98,6,73
1193,98,73,21
1194,21,88,83
1195,51,13,63
1196,52,87,7
1197,87,80,28
1198,27,42,55
1199,11,20,71
1200,52,17,54
1201,52,1,46
1202,47,35,20
1203,3,96,64
1204,84,8,40
1205,29,82,86
1206,29,21,37
1207,48,35,65
1208,21,3,12
1209,99,37,68
1210,84,40,22
1211,90,71,30
1212,37,91,14
1213,37,15,99
1214,56,43,23
1215,11,59,65
1216,14,96,91
1217,86,44,63
1218,73,11,79
1219,37,83,44
1220,85,75,69
1221,3,94,1
1222,57,40,92
1223,44,45,100
1224,37,62,22
1225,75,55,55
1226,5,74,5
1227,44,85,89
1228,69,70,17
1229,26,65,30
1230,100,79,82
1231,79,76,88
1232,100,87,67
1233,9,38,34
1234,67,61,28
1235,43,94,66
1236,97,85,6
1237,16,57,35
1238,62,8,86
1239,78,22,61
1240,83,74,13
1241,55,5,40
1242,63,5,24
1243,11,31,20
1244,50,34,41
1245,13,81,88
1246,74,80,66
1247,14,50,63
1248,31,7,40
1249,66,14,72
1250,65,23,89
1251,21,46,94
1252,67,11,29
1253,47,52,44
1254,69,30,77
1255,76,28,10
1256,51,20,88
1257,22,43,23
1258,39,42,94
1259,64,50,86
1260,62,23,58
1261,53,68,22
1262,44,56,17
1263,70,100,81
1264,78,81,65
1265,83,54,11
1266,24,23,5
1267,16,42,8
1268,45,59,93
1269,49,99,38
1270,99,76,82
1271,86,1,52
1272,99,59,99
1273,84,99,95
1274,70,3,3
1275,93,48,71
1276,55,48,7
1277,36,81,41
1278,74,94,20
1279,55,14,38
1280,72,90,14
1281,26,44,68
1282,91,88,67
1283,65,60,78
1284,64,50,3
1285,72,70,73
1286,30,4,75
1287,12,32,23
1288,69,35,4
1289,46,50,33
1290,73,78,63
1291,68,20,36
1292,36,3,81
1293,50,53,99
1294,7,90,68
1295,11,70,91
1296,79,88,95
1297,45,46,46
1298,14,78,81
1299,40,25,82
1300,74,86,8
1301,14,12,100
1302,96,85,20
1303,91,37,36
1304,91,84,45
1305,85,59,12
1306,17,47,39
1307,12,48,90
1308,38,4,10
1309,63,10,89
1310,46,69,62
1311,6,97,95
1312,25,69,36
1313,81,25,24
1314,91,16,34
1315,82,82,56
1316,19,67,100
1317,58,39,69
1318,29,13,4
1319,34,91,77
1320,18,9,35
1321,9,99,82
1322,85,2,53
1323,88,80,16
1324,37,75,79
1325,73,87,30
1326,54,79,74
1327,26,22,3
1328,66,17,4
1329,41,66,88
1330,13,33,62
1331,43,4,14
1332,43,15,43
1333,97,26,35
1334,62,23,6
1335,11,47,81
1336,22,50,31
1337,69,95,74
1338,87,94,41
1339,81,93,14
1340,16,53,39
1341,4,39,79
1342,23,87,96
1343,37,11,16
1344,76,86,53
1345,29,13,72
1346,32,35,1
1347,82,97,48
1348,95,25,75
1349,40,57,2
1350,95,68,22
1351,8,83,41
1352,99,96,54
1353,14,56,62
1354,80,83,100
1355,11,19,73
1356,89,33,25
1357,60,50,68
1358,62,17,65
1359,37,86,31
1360,33,28,73
1361,69,74,53
1362,50,69,82
1363,53,37,86
1364,20,59,37
1365,49,18,2
1366,38,11,70
1367,29,20,90
1368,61,32,81
1369,46,94,6
1370,52,6,76
1371,80,32,67
1372,51,41,28
1373,90,100,76
1374,39,44,36
1375,14,69,34
1376,55,19,49
1377,19,89,4
1378,58,49,32
1379,74,57,50
1380,70,32,68
1381,72,30,52
1382,55,26,58
1383,87,81,76
1384,56,29,48
1385,45,47,88
1386,1,52,75
1387,23,89,6
1388,16,41,77
1389,76,58,25
1390,58,55,7
1391,72,78,19
1392,6,23,53
1393,65,43,84
1394,97,89,75
1395,84,88,39
1396,79,100,47
1397,78,78,77
1398,18,37,76
1399,72,48,42
1400,25,34,5
1401,69,50,71
1402,96,92,28
1403,26,30,49
1404,94,50,24
1405,50,62,31
1406,59,63,4
1407,71,85,14
1408,58,41,42
1409,16,69,91
1410,55,78,41
1411,95,68,82
1412,50,10,49
1413,21,78,42
1414,64,53,51
1415,49,8,97
1416,33,21,49
1417,2,56,94
1418,29,81,74
1419,22,94,12
1420,81,7,27
1421,11,15,92
1422,76,89,92
1423,16,98,64
1424,34,85,39
1425,86,21,17
1426,97,42,30
1427,2,58,31
1428,22,90,66
1429,3,96,51
1430,91,11,90
1431,84,18,53
1432,20,24,67
1433,85,39,81
1434,99,42,36
1435,75,40,7
1436,45,75,90
1437,47,22,31
1438,18,2,54
1439,48,27,48
1440,51,55,1
1441,45,35,16
1442,10,27,16
1443,55,13,98
1444,47,24,43
1445,65,94,48
1446,12,39,31
1447,31,51,5
1448,95,20,17
1449,53,70,10
1450,7,2,12
1451,40,56,8
1452,40,88,68
1453,78,100,35
1454,80,86,28
1455,56,33,93
1456,80,37,2
1457,21,97,34
1458,22,55,11
1459,86,72,80
1460,99,8,78
1461,86,30,48
1462,80,15,35
1463,74,96,74
1464,48,93,54
1465,35,80,57
1466,96,5,45
1467,23,14,79
1468,93,44,37
1469,9,21,57
1470,51,24,77
1471,37,4,13
1472,7,85,31
1473,77,43,14
1474,82,45,1
1475,75,70,62
1476,55,30,86
1477,64,83,14
1478,57,52,43
1479,11,59,22
1480,91,12,44
1481,12,62,36
1482,51,71,69
1483,20,93,81
1484,2,11,69
1485,79,21,3
1486,28,65,3
1487,26,33,20
1488,55,86,96
1489,79,56,87
1490,33,96,30
1491,52,39,27
1492,58,49,63
1493,36,40,94
1494,42,48,28
1495,2,7,73
1496,61,44,92
1497,20,63,69
1498,1,15,57
1499,57,23,44
1500,67,7,39
1501,57,29,43
1502,57,18,94
1503,11,91,75
1504,52,34,82
1505,14,58,64
1506,87,91,94
1507,80,43,77
1508,82,10,34
1509,30,19,44
1510,50,86,34
1511,13,94,61
1512,100,70,90
1513,84,35,87
1514,57,37,50
1515,20,15,74
1516,26,56,20
1517,54,63,34
1518,56,75,73
1519,53,27,58
1520,73,92,95
1521,93,8,72
1522,14,17,40
1523,42,7,43
1524,70,87,73
1525,62,46,21
1526,71,47,8
1527,83,65,55
1528,83,12,94
1529,42,57,58
1530,93,68,29
1531,93,60,5
1532,89,26,61
1533,59,75,55
1534,75,2,100
1535,18,35,15
1536,20,7,12
1537,2,74,74
1538,11,62,29
1539,29,46,64
1540,23,24,72
1541,5,59,70
1542,81,76,58
1543,57,60,54
1544,67,81,49
1545,20,58,6
1546,71,90,98
1547,61,48,41
1548,34,48,64
1549,32,61,2
1550,91,30,2
1551,29,91,22
1552,24,9,100
1553,15,22,81
1554,51,92,88
1555,34,35,16
1556,84,37,66
1557,3,42,44
1558,44,39,82
1559,71,98,21
1560,60,8,81
1561,48,67,88
1562,4,6,4
1563,40,54,29
1564,12,80,63
1565,93,90,90
1566,26,65,43
1567,48,89,63
1568,88,37,19
1569,61,32,44
1570,87,37,84
1571,34,19,20
1572,18,96,52
1573,22,23,65
1574,32,81,19
1575,77,99,58
1576,61,99,14
1577,79,79,74
1578,92,97,91
1579,92,59,90
1580,6,99,11
1581,5,24,69
1582,4,6,36
1583,44,24,42
1584,11,12,56
1585,73,99,16
1586,89,64,1
1587,87,62,82
1588,62,19,67
1589,8,38,92
1590,13,83,40
1591,58,78,58
1592,89,21,42
1593,68,9,54
1594,17,34,7
1595,20,8,91
1596,71,58,2
1597,20,42,86
1598,12,35,47
1599,79,2,49
1600,50,29,83
1601,91,95,1
1602,66,21,24
1603,45,12,84
1604,68,73,26
1605,52,47,20
1606,39,42,53
1607,9,96,38
1608,10,20,26
1609,32,23,44
1610,71,75,24
1611,17,91,34
1612,19,56,9
1613,21,53,69
1614,75,42,15
1615,55,58,55
1616,87,34,91
1617,63,39,68
1618,4,43,69
1619,20,9,33
1620,1,63,70
1621,62,76,58
1622,81,5,33
1623,81,94,93
1624,54,40,11
1625,18,70,38
1626,65,56,82
1627,43,39,55
1628,53,60,22
1629,28,92,63
1630,35,91,33
1631,54,30,89
1632,69,64,65
1633,19,17,59
1634,12,72,40
1635,23,71,58
1636,51,30,98
1637,81,14,62
1638,27,46,35
1639,69,27,45
1640,35,90,68
1641,48,73,76
1642,60,50,38
1643,74,83,7
1644,50,70,17
1645,64,45,24
1646,26,37,56
1647,38,12,20
1648,5,37,28
1649,25,66,83
1650,48,51,13
1651,2,93,20
1652,86,39,97
1653,97,57,42
1654,11,32,28
1655,84,38,61
1656,22,15,69
1657,16,96,44
1658,66,5,14
1659,53,97,77
1660,11,91,1
1661,37,67,49
1662,47,12,52
1663,91,32,26
1664,66,80,16
